138.10 136.0 126.0 147.0 -2.1 -1.5 2 L23_DBC:L5_LBC gauss
255.70 256.3 225.0 293.0 0.6 0.2 2 L23_DBC:L5_MC gauss
116.70 123.3 116.0 140.0 6.6 5.6 2 L23_DBC:L5_NBC gauss
11.00 11.9 9.0 18.0 0.9 7.8 2 L23_DBC:L5_SBC gauss
551.70 565.9 514.0 598.0 14.2 2.6 2 L23_DBC:L5_STPC gauss
4449.30 4654.7 4502.0 4770.0 205.4 4.6 2 L23_DBC:L5_TTPC1 gauss
3964.70 4012.7 3924.0 4060.0 48.0 1.2 2 L23_DBC:L5_TTPC2 gauss
492.00 531.3 491.0 552.0 39.3 8.0 2 L23_DBC:L5_UTPC gauss
1236.60 1294.1 1234.0 1337.0 57.5 4.7 2 L23_DBC:L6_BPC gauss
2.60 3.0 1.0 5.0 0.4 15.4 1 L23_DBC:L6_BP exp
4.90 5.0 3.0 8.0 0.1 2.0 1 L23_DBC:L6_BTC exp
198.60 205.6 194.0 229.0 7.0 3.5 2 L23_DBC:L6_IPC gauss
40.90 43.7 34.0 50.0 2.8 6.9 2 L23_DBC:L6_LBC gauss
18.30 15.0 13.0 22.0 -3.3 -18.0 1 L23_DBC:L6_MC exp
14.10 14.3 11.0 18.0 0.2 1.3 1 L23_DBC:L6_NBC exp
5.70 6.1 4.0 9.0 0.4 7.8 2 L23_DBC:L6_SBC gauss
842.70 864.1 844.0 904.0 21.4 2.5 2 L23_DBC:L6_TPC_L1 gauss
763.40 782.0 744.0 817.0 18.6 2.4 2 L23_DBC:L6_TPC_L4 gauss
1067.40 1119.3 1071.0 1162.0 51.9 4.9 2 L23_DBC:L6_UTPC gauss
100.00 98.1 84.0 113.0 -1.9 -1.9 2 L23_LBC:L1_DAC gauss
32.40 36.9 23.0 45.0 4.5 13.8 2 L23_LBC:L1_DLAC gauss
93.90 95.6 83.0 102.0 1.7 1.8 2 L23_LBC:L1_HAC gauss
63.10 66.3 48.0 76.0 3.2 5.0 2 L23_LBC:L1_NGC-DA gauss
42.10 39.1 31.0 48.0 -3.0 -7.0 2 L23_LBC:L1_NGC-SA gauss
36.30 34.7 31.0 40.0 -1.6 -4.4 2 L23_LBC:L1_SLAC gauss
14.90 14.7 11.0 27.0 -0.2 -1.2 1 L23_LBC:L23_BP exp
272.40 274.0 260.0 291.0 1.6 0.6 2 L23_LBC:L23_BTC gauss
142.10 151.7 136.0 189.0 9.6 6.8 2 L23_LBC:L23_ChC gauss
227.40 227.6 201.0 244.0 0.2 0.1 1 L23_LBC:L23_DBC exp
1305.70 1378.6 1322.0 1413.0 72.9 5.6 2 L23_LBC:L23_LBC gauss
1159.10 1273.3 1204.0 1326.0 114.2 9.9 2 L23_LBC:L23_MC gauss
738.30 790.6 737.0 820.0 52.3 7.1 2 L23_LBC:L23_NBC gauss
99.60 97.9 83.0 109.0 -1.7 -1.7 1 L23_LBC:L23_NGC exp
17463.40 18538.0 18384.0 18689.0 1074.6 6.2 2 L23_LBC:L23_PC gauss
401.00 444.9 389.0 488.0 43.9 10.9 2 L23_LBC:L23_SBC gauss
24.60 25.6 17.0 36.0 1.0 3.9 1 L23_LBC:L4_BTC exp
11.10 9.1 4.0 18.0 -2.0 -17.6 2 L23_LBC:L4_ChC gauss
27.70 29.0 19.0 36.0 1.3 4.7 2 L23_LBC:L4_DBC gauss
143.70 142.1 120.0 168.0 -1.6 -1.1 1 L23_LBC:L4_LBC exp
146.40 161.4 145.0 182.0 15.0 10.3 1 L23_LBC:L4_MC exp
114.90 123.6 109.0 141.0 8.7 7.5 1 L23_LBC:L4_NBC exp
4.00 4.3 2.0 6.0 0.3 7.1 1 L23_LBC:L4_NGC exp
7427.70 7774.1 7669.0 7887.0 346.4 4.7 2 L23_LBC:L4_PC gauss
61.10 60.1 52.0 66.0 -1.0 -1.6 2 L23_LBC:L4_SBC gauss
1854.10 1873.3 1807.0 1929.0 19.2 1.0 2 L23_LBC:L4_SP gauss
634.70 665.6 606.0 710.0 30.9 4.9 2 L23_LBC:L4_SS gauss
44.30 46.6 38.0 57.0 2.3 5.1 1 L23_LBC:L5_BTC exp
7.10 5.7 2.0 8.0 -1.4 -19.5 2 L23_LBC:L5_ChC gauss
37.70 36.1 29.0 45.0 -1.6 -4.1 2 L23_LBC:L5_DBC gauss
91.70 88.6 78.0 105.0 -3.1 -3.4 1 L23_LBC:L5_LBC exp
157.70 156.3 143.0 173.0 -1.4 -0.9 2 L23_LBC:L5_MC gauss
77.40 83.0 72.0 92.0 5.6 7.2 1 L23_LBC:L5_NBC exp
5.00 4.9 3.0 10.0 -0.1 -2.9 2 L23_LBC:L5_SBC gauss
891.30 954.7 906.0 1015.0 63.4 7.1 2 L23_LBC:L5_STPC gauss
8335.00 8696.7 8613.0 8758.0 361.7 4.3 2 L23_LBC:L5_TTPC1 gauss
7603.70 7660.4 7502.0 7938.0 56.7 0.7 2 L23_LBC:L5_TTPC2 gauss
512.00 505.4 496.0 518.0 -6.6 -1.3 2 L23_LBC:L5_UTPC gauss
724.10 746.3 714.0 780.0 22.2 3.1 2 L23_LBC:L6_BPC gauss
59.30 60.3 56.0 65.0 1.0 1.7 2 L23_LBC:L6_IPC gauss
